eval_year,mape
0,0.010857310146093369
10,0.015432852320373058
20,0.015914184972643852
30,0.01700393110513687
40,0.018404725939035416
50,0.019607260823249817
60,0.019078152254223824
70,0.018929852172732353
80,0.019659671932458878
90,0.01983889751136303
100,0.01975962333381176
