eval_year,mape
0,0.012172372080385685
10,0.014867166988551617
20,0.01697596162557602
30,0.017909502610564232
40,0.01718900538980961
50,0.018283821642398834
60,0.017224973067641258
70,0.019552690908312798
80,0.018896253779530525
90,0.018412919715046883
100,0.020872417837381363
