eval_year,mape
0,0.011263581924140453
10,0.014582276344299316
20,0.01617567241191864
30,0.016243817284703255
40,0.017195478081703186
50,0.016895316541194916
60,0.016135064885020256
70,0.016585752367973328
80,0.01657005585730076
90,0.016954533755779266
100,0.016948288306593895
